state rawpoll_trump adjpoll_trump
Idaho 49.0 48.44604
Vermont 24.0 24.76987
Maryland 27.0 27.4426
Missouri 47.0 47.55917
Alaska 47.0 46.46959
U.S. 46.95 44.0402
Idaho 49.0 49.58308
U.S. 36.0 39.8821
"District of Columbia" 4.0 3.55541
Connecticut 39.0 38.47041
Pennsylvania 37.0 39.14156
U.S. 39.0 41.92379
"New Jersey" 28.62 35.82047
Maine 38.0 37.51221
"New Hampshire" 35.0 35.8317
Indiana 49.04 48.72104
Massachusetts 28.0 27.54963
Indiana 49.0 48.39147
Wyoming 62.0 61.44867
Illinois 34.0 33.41037
Missouri 48.14 48.68272
Kentucky 60.0 60.46696
Utah 34.0 34.60015
Connecticut 36.0 36.64851
Wisconsin 38.0 39.46152
Louisiana 53.0 53.3177
Iowa 37.0 41.47642
"West Virginia" 59.0 58.43658
Maryland 28.62 29.54596
Virginia 43.0 44.10847
Vermont 21.49 29.5941
Alabama 54.0 53.33247
Iowa 44.0 43.45659
"North Carolina" 44.8 45.86877
Alaska 39.0 42.74052
Colorado 41.24 40.95805
Colorado 41.0 42.60303
Hawaii 33.0 33.71676
Arkansas 44.58 52.26728
U.S. 37.0 39.4393
"North Dakota" 55.0 54.48795
Tennessee 51.0 50.39972
"New Mexico" 33.0 32.44243
Pennsylvania 41.91 42.5641
Mississippi 50.0 50.23486
Missouri 49.0 49.45695
Utah 33.0 32.41263
Missouri 46.0 45.39908
"New Hampshire" 37.0 38.65139
Minnesota 32.36 32.81394
Idaho 38.39 46.24263
Massachusetts 25.36 26.24802
"South Dakota" 55.0 54.45031
Oregon 36.0 35.46523
Alabama 52.0 52.2781
Indiana 50.0 50.43653
"District of Columbia" 7.06 15.30801
Minnesota 38.0 37.44795
Arizona 39.0 42.28458
Colorado 36.0 38.74834
Idaho 44.0 46.73103
Pennsylvania 43.0 42.2561
Nebraska 51.0 50.43366
Nevada 43.0 42.41942
Ohio 37.21 44.35711
Florida 43.6 48.639
Florida 43.0 45.48021
Kansas 47.0 46.44098
Iowa 44.0 44.61139
Maine 35.0 35.76075
"South Dakota" 44.01 51.87804
Wyoming 46.11 53.97212
"New Mexico" 26.18 34.01957
Pennsylvania 42.7 43.89669
Nevada 35.81 43.56636
Louisiana 54.0 53.34722
U.S. 46.52 43.7254
"West Virginia" 45.26 53.07839
Nebraska 38.71 46.51784
"New Hampshire" 32.0 37.04528
Wisconsin 41.0 40.44346
Kentucky 59.0 58.40281
Mississippi 45.01 52.39381
Pennsylvania 38.79 45.86814
"New Hampshire" 36.0 40.06079
Alaska 38.0 44.22406
Washington 24.0 27.26564
U.S. 40.0 43.81434
U.S. 46.03 43.37265
Washington 34.0 34.65713
Georgia 49.4 49.78908
U.S. 38.0 40.42823
U.S. 40.0 42.59147
Wisconsin 41.86 42.58528
"South Carolina" 46.0 45.34643
Illinois 34.0 34.48727
Louisiana 51.95 59.44534
Illinois 30.39 37.51942
Arizona 43.0 42.43253
"New York" 29.08 36.25078
Ohio 43.4 44.75322
Arizona 36.8 41.60612
"New Mexico" 36.6 37.23993
"New Mexico" 34.0 34.57338
Michigan 39.0 41.8539
"North Dakota" 37.9 45.90412
"New Jersey" 35.0 35.55832
Colorado 39.0 38.45679
Massachusetts 29.0 29.86124
Nevada 42.0 44.55927
Kansas 48.0 48.56948
Virginia 37.04 37.58721
Oklahoma 41.34 48.98969
Virginia 33.0 37.21898
Oregon 33.0 33.63461
"New Jersey" 31.71 33.11687
U.S. 47.73 45.00041
Wisconsin 42.0 42.57614
Texas 43.55 50.64851
Ohio 35.0 41.5255
"New York" 33.0 32.42577
"North Carolina" 43.0 42.37043
U.S. 37.0 40.55266
Michigan 37.0 38.38491
Pennsylvania 36.0 42.38208
California 23.83 31.00369
Minnesota 37.0 37.58819
U.S. 46.77 44.07624
Kansas 50.29 49.87156
Kentucky 43.68 51.3763
Nevada 41.6 47.72736
U.S. 37.7 39.97048
"South Carolina" 45.11 52.6025
Texas 46.0 45.39885
"South Carolina" 50.89 51.62225
Michigan 42.0 41.42432
"North Carolina" 40.0 41.1692
Arizona 44.0 45.41779
Virginia 39.0 41.65503
Virginia 39.0 38.39626
Louisiana 51.46 52.29943
Nebraska 46.81 46.89237
"New Hampshire" 39.21 39.41696
Ohio 44.0 43.41695
Nevada 44.0 44.51158
Utah 32.0 32.39447
Connecticut 34.83 35.90604
Montana 34.88 42.79406
Kansas 29.67 37.50431
Mississippi 52.08 52.86889
U.S. 31.0 37.4437
U.S. 46.2 43.72907
Idaho 50.7 50.28955
"New York" 26.67 27.8866
Oregon 23.55 31.472
Oklahoma 51.27 51.0113
Connecticut 33.37 41.31072
Arkansas 52.7 53.34079
Florida 39.16 46.29436
Iowa 42.61 43.15987
U.S. 46.39 43.77225
"New Mexico" 35.11 32.23285
Alabama 52.39 53.25608
Pennsylvania 41.0 40.39127
Iowa 32.63 40.52074
Colorado 33.0 36.28174
Iowa 39.0 42.28063
Alabama 53.37 60.81203
U.S. 39.0 44.18469
Maine 38.69 39.25589
Missouri 48.21 48.59946
Nevada 43.43 43.6073
Colorado 37.0 38.51487
U.S. 38.0 41.70237
"North Carolina" 43.0 43.38003
Tennessee 44.64 52.32515
Florida 44.0 46.13419
Ohio 44.0 45.35541
Tennessee 47.28 47.94258
Illinois 27.44 28.13539
Maryland 31.56 32.33215
U.S. 39.0 41.84262
Arizona 43.0 43.5468
Massachusetts 23.72 31.94711
Kentucky 51.6 52.41053
California 30.0 29.42685
Georgia 46.0 45.34412
Delaware 33.89 34.54695
Oregon 37.24 37.90676
Colorado 38.0 38.61193
Pennsylvania 40.0 41.87861
"North Carolina" 43.0 44.81774
Ohio 44.0 45.95364
Florida 43.0 44.93978
Illinois 32.0 33.94754
Texas 57.0 57.454
Montana 50.8 49.71063
Indiana 47.14 46.667
U.S. 40.0 43.64121
Michigan 40.0 40.52475
Delaware 32.0 36.10888
"Maine CD-2" 44.3 47.31151
"South Carolina" 45.0 45.31559
Washington 37.24 37.86545
U.S. 33.7 41.45156
Missouri 45.0 45.96019
Georgia 42.1 49.58413
Florida 40.0 43.94733
Georgia 46.0 48.06165
Florida 45.0 44.4122
"West Virginia" 55.84 56.83654
Virginia 38.0 39.27257
Georgia 38.0 44.24637
"New Hampshire" 23.29 31.77461
Indiana 44.0 45.14661
Florida 41.81 43.09894
"Maine CD-1" 29.8 32.99214
Arizona 40.0 42.6454
Colorado 40.89 40.46072
U.S. 37.0 40.95055
Ohio 45.0 45.50495
Virginia 34.0 36.94649
Delaware 28.45 36.42253
"North Dakota" 41.53 49.81175
"District of Columbia" 21.25 29.80179
Massachusetts 28.57 29.32025
Texas 44.0 45.28297
U.S. 45.84 43.5262
Alaska 38.0 42.79374
Ohio 40.0 42.94894
U.S. 46.32 43.76595
Iowa 37.0 43.19274
Maryland 25.44 33.10349
Minnesota 35.8 36.10571
Florida 41.0 43.06185
Ohio 43.0 45.07662
"North Carolina" 41.0 42.93186
Pennsylvania 41.0 42.9967
Wyoming 57.0 61.68342
U.S. 31.0 35.60036
Virginia 39.0 39.44938
"District of Columbia" 5.0 6.061771
"South Dakota" 43.0 47.69206
"West Virginia" 58.73 66.80612
Washington 25.4 33.35231
U.S. 43.0 45.93557
U.S. 42.0 44.61833
Wisconsin 37.39 37.96658
Alaska 46.0 46.81105
Texas 47.0 47.45636
Iowa 37.0 41.03559
Wyoming 59.0 59.74995
Pennsylvania 40.0 41.2526
Michigan 38.0 39.39726
U.S. 41.0 44.67916
California 22.37 23.37272
U.S. 37.6 39.90114
Montana 54.15 52.81117
U.S. 43.0 45.19364
Nebraska 48.55 48.38519
Idaho 54.18 53.52141
Virginia 34.0 38.55537
Georgia 50.04 50.27017
Colorado 28.0 33.89803
Mississippi 48.59 49.14083
Virginia 31.13 38.80262
U.S. 39.0 42.06485
Georgia 40.0 42.87826
"South Dakota" 38.29 46.42109
U.S. 37.6 39.76278
"New York" 32.0 32.52863
"South Dakota" 52.0 52.75473
U.S. 45.41 42.92043
"South Carolina" 48.85 49.34185
Iowa 44.0 47.19956
Nebraska 42.0 46.60423
Maine 34.82 35.13261
Missouri 49.0 49.48913
"North Dakota" 49.0 49.86469
Vermont 10.76 19.15245
U.S. 39.0 43.10867
Alaska 29.98 38.18825
Hawaii 20.4 28.71328
Michigan 34.0 37.85277
Vermont 17.0 22.41497
"West Virginia" 61.0 61.71461
Montana 44.0 48.7592
"West Virginia" 52.0 56.61963
Arizona 31.4 39.20378
Kansas 50.27 49.60382
U.S. 38.1 40.39106
Montana 28.31 36.49204
U.S. 41.0 43.56058
U.S. 45.24 43.05639
"South Dakota" 48.01 47.34185
Wyoming 51.9 60.02453
"New Hampshire" 41.64 41.59162
Louisiana 49.0 53.1483
Virginia 34.0 38.85089
Michigan 28.49 36.26409
Delaware 39.29 39.70156
Idaho 33.65 41.76403
Pennsylvania 42.0 42.43598
Virginia 38.8 39.19366
Nebraska 52.0 52.70609
"New Mexico" 36.38 33.25499
Colorado 25.6 33.49147
"North Carolina" 38.07 45.64925
Minnesota 28.73 36.58951
Colorado 33.0 39.19387
Kentucky 49.0 54.79259
"West Virginia" 53.95 54.69913
Nevada 38.73 38.66123
Indiana 46.0 50.38172
Montana 52.0 52.79192
Oregon 39.7 41.79383
Connecticut 36.07 36.89601
Arkansas 52.44 52.83621
"New York" 25.0 32.42668
Arizona 48.8 50.2403
"New York" 31.07 32.04004
"North Dakota" 51.0 55.8906
"Rhode Island" 13.05 21.59957
"Rhode Island" 37.0 38.06015
Oklahoma 51.26 50.75752
Delaware 34.0 34.63901
Minnesota 34.0 38.67962
Maine 25.71 34.08885
Indiana 33.04 40.69533
Oklahoma 49.0 53.37349
Nebraska 40.76 48.82444
U.S. 37.9 40.03689
Alabama 53.0 57.07053
Florida 37.7 44.09679
Nevada 35.34 43.34744
U.S. 35.0 40.9744
U.S. 44.88 42.45051
Kentucky 52.0 56.44149
U.S. 37.3 37.77382
"New Jersey" 32.23 33.4875
Maine 36.7 39.80667
Illinois 32.5 35.69393
Colorado 35.0 38.19796
U.S. 42.0 43.82917
U.S. 43.0 45.30056
Iowa 44.49 44.79091
Florida 45.0 46.33641
Vermont 23.0 23.94548
Louisiana 49.16 49.75897
Missouri 34.42 42.10282
Oklahoma 56.0 56.5783
Tennessee 49.0 49.60695
California 31.0 31.53154
Mississippi 53.32 60.91497
Arkansas 54.0 54.60867
Georgia 46.0 46.30937
Arkansas 38.13 46.06096
"New Hampshire" 17.43 25.92685
Idaho 50.0 50.74228
U.S. 40.0 43.9353
Arizona 44.0 47.47394
Pennsylvania 37.0 39.12077
"New Mexico" 22.32 30.41956
Louisiana 53.0 53.45358
Florida 44.0 44.4922
Illinois 31.29 31.74002
U.S. 38.0 41.25808
Hawaii 34.0 34.8877
"New Hampshire" 37.0 38.01274
Delaware 28.34 36.32273
Connecticut 33.0 37.7981
Indiana 50.0 50.33765
U.S. 45.57 43.19397
Maryland 27.0 27.58945
Iowa 40.0 43.03464
Kentucky 60.0 60.61596
U.S. 43.0 44.95697
U.S. 45.3 43.23159
Tennessee 51.0 55.42523
Kentucky 57.06 57.48925
Maine 34.0 39.01855
Louisiana 49.54 57.25845
Nevada 41.0 44.40094
Missouri 43.0 47.42183
Virginia 46.0 49.05702
"District of Columbia" 15.1 23.6643
Missouri 50.0 50.60507
Idaho 44.0 48.66958
"New Hampshire" 47.9 47.97681
Wisconsin 28.86 36.70328
Connecticut 36.0 36.81346
Texas 50.14 50.34953
Oklahoma 44.49 52.37934
Maine 35.0 35.93556
Alabama 56.76 57.25711
Mississippi 50.0 50.36346
U.S. 37.9 40.0144
Florida 44.0 47.47474
Missouri 48.7 48.79888
Florida 40.0 43.3553
Alabama 52.0 52.4105
Nevada 41.0 43.99022
Colorado 38.0 38.3427
"New Hampshire" 32.0 37.03986
Indiana 48.0 48.58285
Virginia 37.0 40.27202
"New Jersey" 32.52 40.33928
California 31.0 35.01962
U.S. 36.2 38.43544
Montana 57.98 56.28877
California 27.86 28.61607
Arkansas 46.0 50.42834
Kansas 44.0 46.94414
U.S. 36.2 38.45283
"Rhode Island" 25.04 33.60207
Iowa 44.0 44.77308
U.S. 36.7 38.88994
"North Dakota" 43.17 42.14188
U.S. 42.0 44.40576
Washington 35.28 35.27123
Ohio 38.97 46.71744
Maryland 31.74 32.22248
Kansas 26.74 34.83375
U.S. 46.26 43.91006
Wisconsin 38.0 41.39705
Oregon 36.0 36.27456
"Rhode Island" 33.0 38.24351
"South Dakota" 45.45 44.43281
Tennessee 48.57 48.94188
Utah 39.0 39.73862
U.S. 35.0 39.79709
U.S. 36.2 38.41005
Washington 34.0 34.82283
"New Mexico" 34.0 34.73173
Hawaii 29.17 37.49484
U.S. 38.0 40.08278
"South Carolina" 44.27 51.9853
Georgia 43.0 45.711
California 26.0 29.08676
Connecticut 34.09 34.45319
U.S. 44.07 42.10242
Maine 33.06 33.0073
Florida 38.8 42.93694
U.S. 38.0 41.43201
Tennessee 43.0 50.9286
Mississippi 51.09 51.327
Indiana 50.31 49.54772
Georgia 37.0 41.01545
"West Virginia" 55.31 55.7137
Montana 40.84 49.03308
Idaho 55.22 54.21349
Georgia 41.0 42.06388
Vermont 24.0 29.11007
Delaware 33.0 37.48312
Massachusetts 29.85 30.28376
Texas 40.79 48.47202
Michigan 37.0 38.76865
Vermont 24.0 29.03647
Massachusetts 28.0 29.04488
"North Dakota" 63.29 71.58319
Oregon 32.0 32.79833
Washington 36.0 36.78597
U.S. 38.0 41.95277
Illinois 34.0 34.63805
"New Jersey" 36.0 36.71534
"New York" 28.96 36.73931
Kansas 48.0 48.72748
Kentucky 41.89 49.83094
Illinois 29.27 36.99363
"New Mexico" 35.93 32.45801
"New Hampshire" 39.51 39.08935
Illinois 31.0 35.48138
U.S. 45.65 43.30063
Florida 47.0 48.04543
Delaware 35.62 35.69293
U.S. 40.0 43.92319
Connecticut 36.0 40.91062
Arizona 49.06 49.13073
California 26.85 34.63323
Minnesota 37.57 37.57672
Nebraska 47.56 47.05053
U.S. 42.0 43.27156
Hawaii 25.0 29.93214
Massachusetts 29.0 34.21593
Wisconsin 41.0 41.73473
Minnesota 36.0 36.74784
Nevada 44.0 44.66449
Wisconsin 42.28 42.55836
Colorado 44.86 44.13021
U.S. 35.0 40.35565
Pennsylvania 37.0 41.28306
Florida 38.56 46.29028
U.S. 40.0 39.39236
Washington 37.0 37.90804
Iowa 35.59 43.74622
Utah 33.0 33.52299
"North Carolina" 44.0 43.85657
Alaska 27.17 35.38939
Connecticut 27.69 35.90156
Maryland 27.0 31.39363
U.S. 37.9 39.94513
Missouri 40.0 39.25058
Alabama 54.78 62.43942
U.S. 36.0 40.05993
U.S. 39.0 42.93852
Virginia 40.35 40.14206
Kansas 55.3 54.28722
Oregon 32.0 36.77079
"New Jersey" 34.0 38.62093
"South Carolina" 49.0 49.06178
Arkansas 53.01 53.07031
U.S. 43.77 41.87844
Nebraska 39.06 47.13501
California 29.0 32.87855
U.S. 45.53 43.18843
Massachusetts 18.93 27.45864
Nevada 42.29 41.88031
Idaho 32.89 41.01479
U.S. 37.0 40.58461
"New Hampshire" 37.0 38.99898
Michigan 29.0 33.64604
Massachusetts 31.0 35.98812
Oregon 24.5 32.69083
Mississippi 46.0 49.98559
"Rhode Island" 28.48 36.90734
Oklahoma 53.2 52.36436
Georgia 41.25 48.95604
"North Carolina" 39.0 41.85903
U.S. 44.58 42.21975
"District of Columbia" 9.8 18.22948
U.S. 38.0 42.25403
"North Carolina" 43.0 43.52138
"New Hampshire" 21.23 29.59492
Maryland 24.96 32.86462
Iowa 36.0 42.26849
"New Jersey" 34.0 35.30719
Washington 26.71 34.9344
"South Dakota" 36.87 45.01192
Pennsylvania 35.97 43.62458
Texas 36.8 43.49651
Texas 46.27 46.8677
"West Virginia" 50.21 58.29673
Arizona 42.0 42.70281
Louisiana 50.88 51.15703
Iowa 46.18 46.13021
U.S. 36.0 40.33939
Ohio 38.0 40.38609
Arkansas 40.24 48.181
U.S. 33.32 41.32212
U.S. 38.0 43.86604
U.S. 44.45 42.62213
U.S. 45.06 42.68064
Colorado 38.0 38.77366
"South Carolina" 49.66 49.80477
Oklahoma 41.63 49.52921
Ohio 38.6 41.85415
Montana 53.47 51.67002
Vermont 16.11 24.51432
U.S. 40.0 42.78809
Georgia 50.98 50.73869
Michigan 40.0 40.67882
California 32.0 33.35199
Minnesota 30.31 38.43164
"West Virginia" 52.74 53.03397
Iowa 39.0 40.80252
Mississippi 50.69 58.29366
Ohio 45.0 45.65728
"South Carolina" 45.0 45.45128
Washington 31.0 35.81502
"New Hampshire" 34.0 39.15791
U.S. 45.23 42.81941
Kentucky 56.38 56.49613
"South Dakota" 46.8 45.67358
Mississippi 49.22 49.34287
"West Virginia" 48.57 56.54235
Florida 43.74 44.78343
Maine 33.56 33.40033
Missouri 26.95 34.87602
U.S. 37.0 40.70781
U.S. 44.35 42.58661
Illinois 35.6 36.87751
California 34.0 35.02137
"New Jersey" 34.18 34.93472
Michigan 33.62 41.64707
Montana 37.96 46.03414
"New Mexico" 28.14 36.25027
U.S. 39.0 41.67081
Virginia 39.0 39.59682
Alaska 36.7 44.79933
Nevada 37.0 41.52913
Virginia 28.22 36.13472
Ohio 34.0 40.04218
U.S. 40.0 41.37201
"New Hampshire" 37.0 42.39618
Virginia 32.0 37.46947
Texas 47.0 47.60442
Virginia 35.0 39.92402
Michigan 30.0 36.08426
Vermont 27.34 35.61635
Illinois 32.0 33.51496
Wyoming 52.74 60.87534
"North Carolina" 37.0 42.77657
Pennsylvania 32.0 37.89553
California 33.0 34.42699
U.S. 40.0 39.84618
Alabama 55.52 55.72155
Florida 34.0 40.01508
Indiana 32.72 40.61558
Kansas 30.72 38.82443
Delaware 35.28 35.24225
U.S. 35.0 41.20168
U.S. 36.6 42.39508
"New Jersey" 32.0 37.90048
Tennessee 47.0 51.70988
"North Carolina" 38.39 46.20135
Arizona 30.69 38.74994
Maine 22.54 30.80329
Hawaii 16.96 25.16027
Connecticut 26.17 34.39271
U.S. 37.0 40.01041
"New Jersey" 38.0 41.01258
Colorado 23.66 31.81703
Delaware 18.2 26.0728
U.S. 43.0 45.65633
Georgia 46.04 45.715
Nevada 30.43 38.44778
Missouri 46.0 49.81678
"New Mexico" 39.69 36.10849
Idaho 59.62 58.5041
Ohio 42.0 44.12807
"New Hampshire" 41.25 40.72336
U.S. 44.72 42.28226
"South Dakota" 37.36 45.38517
U.S. 34.0 40.91777
Louisiana 49.2 56.92764
"New York" 29.05 29.67745
U.S. 44.52 42.81669
Maryland 32.73 32.90162
U.S. 41.0 44.02241
"North Dakota" 45.48 53.64997
U.S. 36.0 39.85751
Hawaii 21.69 29.71825
U.S. 37.0 40.51576
Tennessee 43.35 51.28862
"New Jersey" 31.0 35.38564
Iowa 31.0 36.02934
U.S. 41.0 41.78381
Oregon 37.65 37.59584
"Rhode Island" 22.99 31.2313
Missouri 47.69 47.47668
Kentucky 41.0 51.62478
Nebraska 51.19 50.57069
"New York" 31.0 31.68304
Arkansas 49.92 49.86925
Michigan 31.6 36.86431
Ohio 47.5 48.14178
Wisconsin 27.33 35.43368
"New Mexico" 29.0 33.65052
Idaho 42.68 50.68878
U.S. 37.0 40.23954
Pennsylvania 42.0 42.58225
Tennessee 47.07 47.12952
Wyoming 35.07 43.08887
Pennsylvania 36.06 43.95476
Alabama 53.12 53.39782
"South Carolina" 45.47 53.19447
Iowa 27.19 35.35716
U.S. 44.0 45.5878
U.S. 41.4 43.70387
U.S. 43.0 45.6684
U.S. 44.22 41.75365
Alabama 53.8 61.46837
Oregon 23.82 32.0219
"New Jersey" 31.0 36.03143
U.S. 37.0 41.50663
Nevada 43.73 43.20995
U.S. 44.41 42.76016
U.S. 35.0 41.47133
Georgia 45.0 48.39246
Illinois 29.5 33.47009
Ohio 42.56 42.88725
"South Dakota" 51.61 50.60867
"North Carolina" 43.09 43.39125
Michigan 38.18 38.11797
Nebraska 36.58 44.54113
"Maine CD-2" 33.6 37.90657
U.S. 37.0 40.82129
Kansas 53.56 52.43766
Michigan 41.0 42.57834
Wisconsin 36.0 39.04934
Illinois 34.0 36.0624
Georgia 47.0 47.44452
Maryland 25.89 33.80455
Massachusetts 28.38 28.46398
"North Dakota" 49.28 57.27982
"New Jersey" 32.04 40.11711
Iowa 40.0 44.72519
Indiana 53.16 52.08741
Ohio 35.98 43.97756
Michigan 32.0 37.02545
Oklahoma 39.64 47.43285
"Maine CD-1" 30.9 35.45597
Massachusetts 19.79 28.33106
Wyoming 45.91 53.76805
Wisconsin 37.0 41.65594
U.S. 44.09 41.58932
Texas 48.31 48.18402
Pennsylvania 42.79 43.20022
Florida 44.0 44.64342
U.S. 36.0 42.38722
Florida 47.0 49.35961
California 31.0 31.6862
U.S. 36.0 41.65751
Delaware 23.36 31.08099
Arizona 44.0 45.66871
Maine 41.51 49.90067
U.S. 37.4 39.43637
Iowa 48.82 48.66121
Mississippi 45.98 53.48995
U.S. 39.0 41.26331
Kentucky 33.6 43.83545
Minnesota 34.63 34.31232
"District of Columbia" 15.3 23.54331
U.S. 39.0 41.6686
Missouri 47.0 48.11185
Montana 53.6 51.9297
"South Dakota" 31.07 38.93396
"New Mexico" 22.73 30.72488
Oklahoma 53.86 52.91292
Alaska 37.74 45.67354
U.S. 44.1 42.47624
Arizona 42.0 46.12077
Illinois 33.37 33.48148
Colorado 45.22 44.1636
U.S. 37.0 41.78809
Louisiana 49.56 49.72403
U.S. 38.3 40.32846
U.S. 41.0 43.60015
Pennsylvania 36.0 41.13363
Virginia 39.2 40.18468
Wisconsin 42.0 41.95508
U.S. 35.0 40.89381
U.S. 34.0 36.83822
Texas 40.0 44.42066
Georgia 42.67 50.38517
U.S. 40.0 43.8578
Florida 39.19 47.16856
"New Jersey" 32.22 32.90904
"New Hampshire" 37.61 45.9734
U.S. 44.39 41.85008
"North Carolina" 46.0 48.40647
Kentucky 36.64 44.48244
U.S. 37.0 39.03071
"New Hampshire" 36.28 35.91026
Kansas 28.62 36.60929
Maine 28.63 36.71737
Mississippi 49.94 50.13973
"District of Columbia" 28.46 36.88792
U.S. 36.0 40.76001
"New Hampshire" 42.0 43.33076
U.S. 33.47 41.48244
U.S. 36.7 38.73637
Idaho 54.9 53.90767
California 23.74 24.1532
"South Carolina" 40.78 48.40559
Virginia 38.0 39.53152
"New York" 31.0 35.56261
"West Virginia" 40.3 48.1144
Washington 27.99 36.2256
"West Virginia" 51.74 52.15413
Ohio 40.0 42.81262
Vermont 28.19 36.28963
Delaware 32.95 33.02309
Texas 41.49 49.41513
Louisiana 45.71 53.33862
"North Carolina" 43.58 43.44286
Illinois 32.23 40.20121
U.S. 37.0 40.25967
U.S. 44.92 43.29681
Tennessee 42.73 50.56058
Arkansas 45.44 53.27285
"New Mexico" 37.92 34.46075
Maine 38.19 38.17773
Minnesota 25.42 33.55244
Wisconsin 32.0 36.15369
Arizona 45.0 49.0913
Michigan 33.0 37.04441
U.S. 35.0 38.73732
U.S. 45.86 43.28585
"North Carolina" 40.0 44.00253
U.S. 35.0 38.9282
U.S. 35.9 37.96825
U.S. 32.5 35.4967
Kentucky 53.57 53.7269
Oregon 32.0 36.25796
Idaho 44.0 47.08295
"North Carolina" 36.78 44.60091
"New York" 27.7 35.73285
U.S. 41.0 43.57555
Arizona 35.87 43.94049
Kentucky 34.0 41.95102
Colorado 25.52 33.68796
Colorado 37.0 41.72624
California 26.89 34.92719
Georgia 46.0 49.35903
U.S. 46.0 47.77849
Virginia 36.57 44.49469
Connecticut 26.58 34.68251
Michigan 28.98 37.01749
U.S. 37.7 39.80645
Oklahoma 53.0 53.39202
U.S. 35.0 41.09182
Missouri 30.38 38.31603
U.S. 44.77 43.15462
Wyoming 45.26 53.27753
Montana 36.3 44.20991
Kansas 44.0 46.91052
Kentucky 53.99 54.44633
U.S. 44.0 45.50753
Maryland 23.09 30.89753
U.S. 36.6 38.74918
"New Hampshire" 44.0 43.71603
"North Dakota" 39.19 47.35855
Iowa 29.27 37.31933
U.S. 46.71 44.09698
Indiana 35.07 42.97547
"North Carolina" 41.0 45.27073
Maine 35.0 37.71742
Indiana 48.0 51.34189
Maine 32.0 36.43796
"Rhode Island" 30.9 39.32579
Oregon 26.47 34.55259
Florida 44.3 47.72428
Arkansas 49.15 49.20634
Wisconsin 27.22 35.3344
Arizona 39.0 43.59831
Nebraska 54.47 53.96979
Indiana 53.53 52.49503
Kansas 36.0 40.89254
Maryland 33.88 34.08987
Idaho 46.46 54.30857
U.S. 38.0 42.78216
"New Hampshire" 40.0 41.14503
U.S. 39.2 41.38865
U.S. 44.5 42.86593
U.S. 42.0 42.9474
Georgia 43.74 51.35669
Michigan 38.0 42.55499
Massachusetts 22.82 31.22723
Kansas 50.8 49.79939
U.S. 36.0 40.03341
Iowa 50.74 50.70858
Florida 42.0 44.27326
Oregon 41.36 41.36399
Wisconsin 39.0 40.89694
U.S. 46.7 44.04345
Kansas 43.0 47.64286
Pennsylvania 33.6 41.50465
"New Hampshire" 38.63 46.81273
Missouri 50.79 50.61642
Vermont 18.62 26.89487
Tennessee 47.02 47.11943
Nevada 45.02 44.61392
Alaska 39.0 44.22019
Delaware 30.04 37.91153
U.S. 39.7 41.90842
Connecticut 37.36 37.85553
Pennsylvania 42.35 42.42669
U.S. 38.0 41.76186
Hawaii 21.25 29.72167
Ohio 40.0 44.51611
U.S. 38.4 40.62777
"Maine CD-1" 33.0 36.07451
Alabama 56.59 64.1619
U.S. 38.0 44.05585
"New Hampshire" 38.66 38.58733
Delaware 28.07 28.37709
"West Virginia" 49.23 49.89088
Virginia 39.0 41.82526
U.S. 39.0 42.67592
Colorado 39.0 42.12574
"New Mexico" 43.19 39.9804
U.S. 47.36 44.66045
"New Mexico" 26.02 33.85554
Idaho 56.14 55.39909
U.S. 42.0 44.64965
Montana 52.31 50.8995
"New Jersey" 37.0 41.0511
"District of Columbia" 32.39 41.1132
Nebraska 38.05 45.85386
Oregon 40.95 41.29683
U.S. 36.0 40.12702
U.S. 44.24 42.58683
Ohio 35.84 43.84786
"New Jersey" 34.19 42.27773
Mississippi 51.15 51.53725
Texas 39.0 43.88552
Oklahoma 54.94 54.09626
"West Virginia" 57.0 58.76548
Texas 48.1 47.8629
Michigan 39.05 38.64576
"North Carolina" 42.0 44.6307
Tennessee 44.0 47.36082
"New Hampshire" 41.0 45.69704
U.S. 37.3 39.57528
U.S. 37.0 41.02866
"South Dakota" 30.11 38.13383
California 33.0 33.94741
Washington 35.21 35.26171
U.S. 47.83 45.0789
Alaska 39.24 47.33795
Ohio 42.81 42.79698
Minnesota 35.94 35.67565
Massachusetts 30.28 30.44561
U.S. 36.0 39.41013
Illinois 30.81 30.81079
"Maine CD-2" 37.0 39.2793
"North Dakota" 45.08 53.51842
U.S. 38.6 40.91042
"New York" 34.06 34.57732
Ohio 43.0 44.30584
Pennsylvania 41.0 42.34346
Nevada 46.0 46.91417
"North Carolina" 45.0 46.1977
Mississippi 52.31 59.69054
Nevada 33.06 40.96635
U.S. 33.51 41.41124
Louisiana 51.87 52.122
Wyoming 58.22 66.49261
"New Hampshire" 34.38 43.03236
U.S. 41.0 43.16922
U.S. 43.88 42.1956
U.S. 38.0 42.18822
Florida 46.4 47.1044
Illinois 29.52 37.5014
"Rhode Island" 30.19 38.91086
U.S. 34.0 38.80461
Nevada 34.44 42.19247
Washington 24.67 32.78485
U.S. 36.9 39.23938
Montana 28.94 37.01277
U.S. 48.51 45.71546
U.S. 37.0 41.75842
Vermont 18.36 26.91516
"North Carolina" 41.89 49.6079
Pennsylvania 38.0 42.38064
Ohio 41.0 45.00233
Nevada 44.0 48.01642
Pennsylvania 36.0 39.85569
"North Carolina" 38.0 41.73672
Nebraska 51.22 50.96511
Virginia 27.0 34.81724
