Id,MSZoning,LotArea,LotShape,OverallCond,YearBuilt,RoofStyle,Foundation,TotalBsmtSF,Heating,Electrical,GrLivArea,KitchenQual,TotRmsAbvGrd,GarageType,GarageYrBlt,GarageArea,GarageCond,YrSold,SalePrice
202,RL,10125,Reg,6,1977,Gable,CBlock,1196.0,GasA,SBrkr,1279,TA,6,Detchd,1980.0,473.0,TA,2008,171500.0
203,RL,7000,Reg,6,1924,Gable,BrkTil,617.0,GasA,SBrkr,1310,TA,6,Attchd,1924.0,398.0,TA,2006,112000.0
204,RM,4438,Reg,5,2004,Gable,PConc,848.0,GasA,SBrkr,848,Gd,3,Attchd,2004.0,420.0,TA,2008,149000.0
205,RM,3500,Reg,7,1947,Gable,CBlock,720.0,GasA,SBrkr,1284,TA,5,Detchd,1948.0,240.0,TA,2009,110000.0
206,RL,11851,Reg,5,1990,Gable,PConc,1424.0,GasA,SBrkr,1442,TA,5,Attchd,1990.0,500.0,TA,2009,180500.0
207,RL,13673,IR1,5,1962,Gable,CBlock,1140.0,GasA,SBrkr,1696,TA,8,Attchd,1962.0,349.0,TA,2007,143900.0
208,RL,12493,IR1,5,1960,Gable,PConc,1100.0,GasA,SBrkr,1100,TA,6,Attchd,1960.0,312.0,TA,2008,141000.0
209,RL,14364,IR1,5,1988,Gable,CBlock,1157.0,GasA,SBrkr,2062,TA,7,Attchd,1988.0,454.0,TA,2007,277000.0
210,RL,8250,Reg,7,1964,Hip,CBlock,1092.0,GasA,SBrkr,1092,TA,6,Attchd,1964.0,504.0,Gd,2008,145000.0
212,RL,10420,Reg,5,2009,Gable,PConc,1212.0,GasA,SBrkr,1212,Gd,6,Attchd,2009.0,460.0,TA,2010,186000.0
213,FV,8640,Reg,5,2009,Gable,PConc,900.0,GasA,SBrkr,1852,Gd,7,Attchd,2009.0,644.0,TA,2009,252678.0
214,RL,13568,IR2,5,1995,Gable,PConc,990.0,GasA,SBrkr,990,TA,5,Attchd,1996.0,576.0,TA,2006,156000.0
215,RL,10900,IR1,7,1977,Gable,CBlock,689.0,GasA,SBrkr,1392,TA,6,Attchd,1977.0,299.0,TA,2010,161750.0
216,RL,10011,IR1,6,1957,Gable,CBlock,1070.0,GasA,SBrkr,1236,Gd,6,Attchd,1957.0,447.0,TA,2006,134450.0
217,RL,8450,Reg,5,2004,Gable,PConc,1436.0,GasA,SBrkr,1436,Gd,8,Attchd,2004.0,484.0,TA,2008,210000.0
218,RM,9906,Reg,4,1925,Gable,CBlock,686.0,GasA,SBrkr,1328,TA,8,Detchd,1940.0,210.0,TA,2006,107000.0
219,RL,15660,IR1,9,1939,Gable,CBlock,798.0,GasA,SBrkr,1954,Gd,8,Attchd,1939.0,431.0,TA,2008,311500.0
220,RL,3010,Reg,5,2005,Gable,PConc,1248.0,GasA,SBrkr,1248,Gd,5,Attchd,2005.0,438.0,TA,2006,167240.0
221,RL,8990,IR1,5,2006,Gable,PConc,1498.0,GasA,SBrkr,1498,Gd,5,Attchd,2006.0,675.0,TA,2006,204900.0
222,RL,8068,IR1,5,2002,Gable,PConc,1010.0,GasA,SBrkr,2267,Gd,8,BuiltIn,2002.0,390.0,TA,2009,200000.0
223,RL,11475,Reg,6,1975,Gable,CBlock,713.0,GasA,SBrkr,1552,TA,6,Attchd,1975.0,434.0,TA,2006,179900.0
224,RL,10500,Reg,6,1971,Gable,CBlock,864.0,GasA,SBrkr,864,TA,4,Detchd,1989.0,576.0,TA,2009,97000.0
225,RL,13472,Reg,5,2003,Hip,PConc,2392.0,GasA,SBrkr,2392,Ex,8,Attchd,2003.0,968.0,TA,2009,386250.0
226,RM,1680,Reg,5,1971,Gable,CBlock,630.0,GasA,SBrkr,1302,TA,6,Detchd,1991.0,280.0,TA,2009,112000.0
227,RL,9950,IR1,5,1995,Gable,PConc,1203.0,GasA,SBrkr,2520,Gd,9,Attchd,1995.0,721.0,TA,2007,290000.0
228,RM,1869,Reg,6,1970,Gable,CBlock,483.0,GasA,SBrkr,987,TA,5,Detchd,1987.0,280.0,TA,2008,106000.0
229,RL,8521,Reg,5,1967,Gable,CBlock,912.0,GasA,SBrkr,912,TA,5,Detchd,1974.0,336.0,TA,2010,125000.0
230,RL,3182,Reg,5,2005,Gable,PConc,1373.0,GasA,SBrkr,1555,Gd,7,Attchd,2005.0,430.0,TA,2009,192500.0
231,RL,8760,Reg,6,1959,Hip,CBlock,1194.0,GasA,SBrkr,1194,TA,6,Attchd,1959.0,312.0,TA,2010,148000.0
232,RL,15138,IR1,5,1995,Gable,PConc,1462.0,GasA,SBrkr,2794,Ex,9,Attchd,1995.0,810.0,TA,2009,403000.0
233,RM,1680,Reg,5,1972,Gable,CBlock,483.0,GasA,SBrkr,987,TA,5,Attchd,1972.0,288.0,TA,2006,94500.0
234,RL,10650,Reg,6,1976,Gable,CBlock,894.0,GasA,SBrkr,894,TA,5,Attchd,1976.0,308.0,TA,2010,128200.0
235,RL,7851,Reg,5,2002,Gable,PConc,860.0,GasA,SBrkr,1960,Gd,8,BuiltIn,2002.0,440.0,TA,2010,216500.0
236,RM,1680,Reg,3,1971,Gable,CBlock,483.0,GasA,SBrkr,987,TA,5,Detchd,1971.0,264.0,TA,2008,89500.0
237,RL,8773,Reg,5,2004,Gable,PConc,1414.0,GasA,SBrkr,1414,Gd,6,Attchd,2004.0,494.0,TA,2010,185500.0
238,RL,9453,IR1,7,1993,Gable,PConc,996.0,GasA,SBrkr,1744,Gd,7,Attchd,1993.0,457.0,TA,2010,194500.0
239,RL,12030,Reg,5,2007,Hip,PConc,1694.0,GasA,SBrkr,1694,Gd,7,Attchd,2007.0,818.0,TA,2007,318000.0
240,RL,8741,Reg,4,1945,Gable,CBlock,735.0,GasA,FuseA,1487,TA,7,Detchd,1949.0,220.0,TA,2010,113000.0
241,FV,9000,Reg,5,2008,Gable,PConc,1566.0,GasA,SBrkr,1566,Gd,7,Attchd,2008.0,750.0,TA,2010,262500.0
243,RM,5000,Reg,4,1900,Gable,BrkTil,540.0,GasA,FuseA,1440,TA,6,Attchd,1940.0,352.0,TA,2006,79000.0
244,RL,10762,Reg,6,1980,Gable,CBlock,626.0,GasA,SBrkr,1217,TA,6,Attchd,1980.0,288.0,TA,2009,120000.0
245,RL,8880,IR1,5,1994,Gable,PConc,948.0,GasA,SBrkr,2110,Gd,8,Attchd,1994.0,463.0,TA,2010,205000.0
246,RL,10400,Reg,5,1988,Gable,CBlock,1845.0,GasA,SBrkr,1872,TA,6,Attchd,1988.0,604.0,TA,2006,241500.0
247,RM,9142,Reg,8,1910,Gable,Stone,1020.0,GasA,FuseP,1928,Fa,9,Detchd,1910.0,440.0,Po,2006,137000.0
248,RL,11310,Reg,5,1954,Hip,CBlock,1367.0,GasA,SBrkr,1375,TA,5,Attchd,1954.0,451.0,TA,2006,140000.0
249,RL,11317,Reg,5,2003,Gable,PConc,840.0,GasA,SBrkr,1668,Gd,8,Attchd,2003.0,500.0,TA,2007,180000.0
250,RL,159000,IR2,7,1958,Gable,CBlock,1444.0,GasA,SBrkr,2144,Gd,7,Attchd,1958.0,389.0,TA,2007,277000.0
252,RM,4750,IR1,5,2006,Hip,PConc,1573.0,GasA,SBrkr,1625,Gd,5,Attchd,2006.0,538.0,TA,2007,235000.0
253,RL,8366,IR1,5,2004,Gable,PConc,798.0,GasA,SBrkr,1640,Gd,6,Attchd,2004.0,520.0,TA,2008,173000.0
254,RL,9350,Reg,7,1964,Hip,CBlock,1302.0,GasA,SBrkr,1302,Gd,7,Attchd,1964.0,309.0,TA,2007,158000.0
255,RL,8400,Reg,6,1957,Gable,CBlock,1314.0,GasA,SBrkr,1314,TA,5,Attchd,1957.0,294.0,TA,2010,145000.0
256,RL,8738,IR1,5,1999,Gable,PConc,975.0,GasA,SBrkr,2291,Gd,8,BuiltIn,1999.0,429.0,TA,2006,230000.0
257,FV,8791,IR1,5,2003,Gable,PConc,864.0,GasA,SBrkr,1728,Gd,7,Attchd,2003.0,673.0,TA,2008,207500.0
258,RL,8814,Reg,5,2006,Gable,PConc,1604.0,GasA,SBrkr,1604,Gd,8,Attchd,2006.0,660.0,TA,2009,220000.0
259,RL,12435,Reg,5,2001,Gable,PConc,963.0,GasA,SBrkr,1792,Gd,7,Attchd,2001.0,564.0,TA,2008,231500.0
260,RM,12702,Reg,5,1956,Gable,PConc,0.0,GasA,FuseA,882,TA,4,Detchd,1956.0,308.0,TA,2008,97000.0
261,RL,19296,Reg,5,1962,Gable,CBlock,1362.0,GasA,SBrkr,1382,TA,6,Attchd,1991.0,884.0,TA,2009,176000.0
262,RL,9588,IR1,5,2007,Gable,PConc,1482.0,GasA,SBrkr,2574,Ex,10,BuiltIn,2007.0,868.0,TA,2007,276000.0
263,RL,8471,IR1,7,1977,Gable,CBlock,506.0,GasA,SBrkr,1212,TA,6,Attchd,1978.0,492.0,TA,2006,151000.0
264,RM,5500,Reg,7,1929,Gable,BrkTil,926.0,GasA,SBrkr,1316,TA,6,Detchd,1974.0,484.0,TA,2010,130000.0
265,RM,5232,IR3,5,1925,Gable,BrkTil,680.0,GasA,FuseP,764,TA,4,Detchd,1965.0,504.0,TA,2008,73000.0
266,RL,12090,IR1,6,1981,Gable,CBlock,1422.0,GasA,SBrkr,1422,Gd,7,Attchd,1981.0,576.0,TA,2008,175500.0
267,RL,11207,IR1,5,1997,Gable,PConc,802.0,GasA,SBrkr,1511,TA,8,Attchd,1997.0,413.0,TA,2006,185000.0
268,RL,8400,Reg,8,1939,Gable,PConc,720.0,GasA,SBrkr,2192,Gd,8,Detchd,1939.0,240.0,TA,2008,179500.0
269,RM,6900,Reg,6,1940,Gable,CBlock,740.0,GasA,SBrkr,778,TA,4,Detchd,1966.0,924.0,Ex,2008,120500.0
270,RL,7917,IR1,7,1976,Hip,CBlock,1143.0,GasA,SBrkr,1113,TA,6,Attchd,1987.0,504.0,Gd,2007,148000.0
271,FV,10728,Reg,5,2006,Gable,PConc,1095.0,GasA,SBrkr,1939,Gd,8,Attchd,2006.0,1053.0,TA,2006,266000.0
272,RL,39104,IR1,7,1954,Flat,CBlock,1385.0,GasA,SBrkr,1363,TA,5,Attchd,1954.0,439.0,TA,2008,241500.0
273,RL,11764,IR1,7,1999,Gable,PConc,1152.0,GasA,SBrkr,2270,Gd,9,Attchd,1999.0,671.0,TA,2010,290000.0
274,RL,9600,Reg,6,1958,Hip,CBlock,1240.0,GasA,SBrkr,1632,TA,6,Attchd,1958.0,338.0,TA,2009,139000.0
275,RL,8314,Reg,7,1982,Gable,CBlock,816.0,GasA,SBrkr,816,TA,5,Attchd,1982.0,264.0,TA,2007,124500.0
276,RL,7264,Reg,7,1925,Gable,BrkTil,952.0,GasW,SBrkr,1548,Ex,5,Detchd,1978.0,672.0,TA,2009,205000.0
277,RL,9196,IR1,5,2003,Gable,PConc,1560.0,GasA,SBrkr,1560,Gd,7,Attchd,2003.0,573.0,TA,2010,201000.0
278,RL,19138,Reg,5,1951,Gable,CBlock,864.0,GasA,SBrkr,864,TA,4,Detchd,1951.0,400.0,TA,2010,141000.0
279,RL,14450,Reg,5,2006,Gable,PConc,2121.0,GasA,SBrkr,2121,Ex,8,Attchd,2007.0,732.0,TA,2007,415298.0
280,RL,10005,Reg,5,1977,Hip,CBlock,1160.0,GasA,SBrkr,2022,TA,8,Attchd,1977.0,505.0,TA,2008,192000.0
281,RL,11287,Reg,6,1989,Gable,CBlock,807.0,GasA,SBrkr,1982,Gd,7,Attchd,1989.0,575.0,TA,2007,228500.0
282,FV,7200,Reg,5,2006,Gable,PConc,1262.0,GasA,SBrkr,1262,Gd,5,Attchd,2006.0,572.0,TA,2006,185000.0
283,RL,5063,Reg,5,2007,Gable,PConc,1314.0,GasA,SBrkr,1314,Gd,6,Attchd,2008.0,626.0,TA,2009,207500.0
284,RL,9612,Reg,5,2008,Gable,PConc,1468.0,GasA,SBrkr,1468,Gd,6,Attchd,2008.0,898.0,TA,2009,244600.0
285,RL,8012,Reg,5,1992,Gable,PConc,1575.0,GasA,SBrkr,1575,Gd,5,Attchd,1992.0,529.0,TA,2007,179200.0
286,FV,4251,IR1,5,2006,Gable,PConc,625.0,GasA,SBrkr,1250,Gd,5,Detchd,2006.0,528.0,TA,2007,164700.0
287,RL,9786,IR1,7,1962,Gable,CBlock,912.0,GasA,SBrkr,1734,Gd,7,Attchd,1962.0,440.0,TA,2006,159000.0
289,RL,9819,IR1,5,1967,Gable,CBlock,882.0,GasA,SBrkr,900,TA,5,Detchd,1970.0,280.0,TA,2010,122000.0
290,RL,8730,Reg,7,1915,Gable,BrkTil,698.0,GasA,FuseA,1396,TA,7,Detchd,2003.0,384.0,TA,2007,153575.0
291,RL,15611,Reg,5,2006,Gable,PConc,1079.0,GasA,SBrkr,1919,Gd,8,Attchd,2006.0,685.0,TA,2006,233230.0
293,RL,11409,Reg,4,1949,Gable,CBlock,768.0,GasA,SBrkr,1716,TA,8,Attchd,1949.0,281.0,TA,2009,131000.0
294,RL,16659,IR1,7,1977,Gable,CBlock,795.0,GasA,SBrkr,2263,Gd,9,Attchd,1977.0,539.0,TA,2006,235000.0
295,RL,9600,Reg,5,1953,Hip,CBlock,1416.0,GasA,SBrkr,1644,TA,7,Attchd,1953.0,418.0,TA,2009,167000.0
296,RL,7937,IR1,6,1984,Gable,CBlock,1003.0,GasA,SBrkr,1003,TA,6,Detchd,1984.0,588.0,TA,2006,142500.0
297,RM,13710,Reg,5,1950,Gable,CBlock,910.0,GasA,FuseA,1558,TA,6,Attchd,1950.0,282.0,TA,2007,152000.0
298,FV,7399,IR1,5,1997,Hip,PConc,975.0,GasA,SBrkr,1950,Gd,7,Detchd,1997.0,576.0,TA,2007,239000.0
299,RL,11700,Reg,6,1968,Mansard,CBlock,702.0,GasA,SBrkr,1743,TA,7,Attchd,1968.0,539.0,TA,2007,175000.0
300,RL,14000,Reg,8,1950,Gable,CBlock,1092.0,GasA,SBrkr,1152,Gd,6,Attchd,1950.0,300.0,TA,2009,158500.0
301,RL,15750,Reg,5,1953,Hip,CBlock,1165.0,GasA,SBrkr,1336,TA,5,Attchd,1953.0,375.0,TA,2006,157000.0
302,RL,16226,IR3,5,1998,Gable,PConc,1028.0,GasA,SBrkr,2452,Gd,9,BuiltIn,1998.0,683.0,TA,2007,267000.0
303,RL,13704,IR1,5,2001,Gable,PConc,1541.0,GasA,SBrkr,1541,Gd,6,Attchd,2001.0,843.0,TA,2006,205000.0
304,RL,9800,Reg,7,1972,Gable,PConc,894.0,GasA,SBrkr,894,TA,5,Attchd,1975.0,552.0,TA,2006,149900.0
305,RM,18386,Reg,9,1880,Gable,BrkTil,1470.0,GasA,SBrkr,3493,Gd,10,Attchd,2003.0,870.0,TA,2008,295000.0
306,RL,10386,Reg,5,2004,Gable,PConc,2000.0,GasA,SBrkr,2000,Gd,8,Attchd,2004.0,888.0,TA,2007,305900.0
307,RL,13474,Reg,5,1990,Gable,CBlock,700.0,GasA,SBrkr,2243,Gd,8,Attchd,1990.0,746.0,TA,2007,225000.0
309,RL,12342,IR1,5,1940,Gable,CBlock,861.0,GasA,SBrkr,861,TA,4,Detchd,1961.0,539.0,TA,2009,82500.0
310,RL,12378,IR1,5,2003,Gable,PConc,1896.0,GasA,SBrkr,1944,Ex,8,Attchd,2003.0,708.0,TA,2006,360000.0
311,RL,7685,IR1,5,1993,Gable,PConc,697.0,GasA,SBrkr,1501,Gd,6,Attchd,1993.0,420.0,TA,2006,165600.0
312,RL,8000,Reg,6,1948,Gable,CBlock,972.0,GasA,SBrkr,972,TA,5,Detchd,1948.0,240.0,TA,2009,132000.0
313,RM,7800,Reg,7,1939,Gable,CBlock,793.0,GasA,SBrkr,1118,TA,5,Detchd,1939.0,410.0,TA,2006,119900.0
314,RL,215245,IR3,5,1965,Hip,CBlock,2136.0,GasW,SBrkr,2036,TA,8,Attchd,1965.0,513.0,TA,2009,375000.0
315,RM,9600,Reg,7,1925,Gable,BrkTil,728.0,GasA,SBrkr,1641,Ex,6,Detchd,1925.0,546.0,TA,2006,178000.0
316,RL,7795,IR1,5,2004,Gable,PConc,716.0,GasA,SBrkr,1432,Gd,6,Attchd,2004.0,432.0,TA,2009,188500.0
317,RL,13005,IR1,7,1980,Gable,CBlock,845.0,GasA,SBrkr,2353,Ex,10,Attchd,1983.0,484.0,TA,2009,260000.0
318,FV,9000,Reg,5,2006,Gable,PConc,1088.0,GasA,SBrkr,1959,Gd,8,Attchd,2006.0,1025.0,TA,2007,270000.0
319,RL,9900,Reg,5,1993,Gable,PConc,1347.0,GasA,SBrkr,2646,Gd,9,Attchd,1993.0,656.0,TA,2009,260000.0
320,RL,14115,Reg,5,1980,Gable,CBlock,1372.0,GasA,SBrkr,1472,TA,6,Attchd,1980.0,588.0,TA,2009,187500.0
321,RL,16259,Reg,5,2006,Gable,PConc,1249.0,GasA,SBrkr,2596,Gd,9,Attchd,2006.0,840.0,TA,2006,342643.0
322,RL,12099,IR1,5,2004,Gable,PConc,1136.0,GasA,SBrkr,2468,Gd,10,BuiltIn,2004.0,872.0,TA,2007,354000.0
323,RL,10380,IR1,5,1986,Gable,CBlock,1502.0,GasA,SBrkr,2730,Gd,8,Attchd,1987.0,576.0,TA,2007,301000.0
324,RM,5820,Reg,8,1955,Gable,CBlock,1162.0,GasA,SBrkr,1163,TA,6,Attchd,1955.0,220.0,TA,2006,126175.0
325,RL,11275,Reg,7,1967,Mansard,CBlock,710.0,GasA,SBrkr,2978,Gd,11,BuiltIn,1961.0,564.0,TA,2010,242000.0
326,RM,5000,Reg,6,1941,Gable,CBlock,720.0,GasA,FuseF,803,TA,5,Detchd,1941.0,360.0,TA,2007,87000.0
327,RL,10846,IR1,5,1993,Gable,PConc,1719.0,GasA,SBrkr,1719,Gd,6,Attchd,1993.0,473.0,TA,2008,324000.0
328,RL,11600,Reg,5,1960,Hip,CBlock,1383.0,GasA,SBrkr,1383,TA,7,Attchd,1960.0,292.0,TA,2006,145250.0
329,RL,11888,IR1,6,1916,Gable,BrkTil,844.0,GasA,FuseA,2134,Gd,10,Detchd,1930.0,441.0,TA,2009,214500.0
330,RM,6402,Reg,5,1920,Gable,PConc,596.0,GasA,SBrkr,1192,TA,6,Detchd,1920.0,189.0,Fa,2009,78000.0
331,RL,10624,IR1,4,1964,Gable,CBlock,1728.0,GasA,SBrkr,1728,TA,10,Detchd,2002.0,352.0,TA,2007,119000.0
332,RL,8176,Reg,6,1958,Gable,CBlock,1056.0,GasA,SBrkr,1056,TA,6,Attchd,1958.0,308.0,TA,2007,139000.0
333,RL,10655,IR1,5,2003,Gable,PConc,3206.0,GasA,SBrkr,1629,Gd,7,Attchd,2003.0,880.0,TA,2009,284000.0
334,RM,8198,Reg,5,2004,Gable,PConc,1358.0,GasA,SBrkr,1358,Gd,6,Attchd,2004.0,484.0,TA,2008,207000.0
335,RL,9042,IR1,5,1998,Gable,PConc,943.0,GasA,SBrkr,1638,TA,7,Attchd,1998.0,472.0,TA,2008,192000.0
336,RL,164660,IR1,6,1965,Gable,CBlock,1499.0,GasA,SBrkr,1786,TA,7,Attchd,1965.0,529.0,TA,2008,228950.0
337,RL,14157,IR1,5,2005,Hip,PConc,1922.0,GasA,SBrkr,1922,Gd,8,Attchd,2005.0,676.0,TA,2007,377426.0
338,RL,9135,Reg,5,2002,Gable,PConc,1536.0,GasA,SBrkr,1536,Gd,7,Attchd,2002.0,532.0,TA,2008,214000.0
339,RL,14145,Reg,7,1984,Gable,CBlock,1208.0,GasA,SBrkr,1621,Gd,8,Attchd,1984.0,440.0,TA,2006,202500.0
340,RL,12400,IR1,7,1958,Hip,CBlock,1215.0,GasA,FuseA,1215,TA,6,Attchd,1958.0,297.0,TA,2009,155000.0
341,RL,14191,Reg,5,2002,Gable,PConc,967.0,GasA,SBrkr,1908,Gd,9,Attchd,2002.0,431.0,TA,2010,202900.0
342,RH,8400,Reg,4,1950,Gable,CBlock,721.0,GasA,SBrkr,841,TA,4,CarPort,1950.0,294.0,TA,2009,82000.0
343,RL,8544,Reg,4,1949,Gable,Slab,0.0,Wall,FuseA,1040,TA,6,Detchd,1949.0,400.0,TA,2006,87500.0
344,RL,8849,IR1,5,2005,Hip,PConc,1684.0,GasA,SBrkr,1684,Ex,6,Attchd,2005.0,564.0,TA,2008,266000.0
345,RM,2592,Reg,3,1976,Gable,CBlock,536.0,GasA,SBrkr,1112,TA,4,Attchd,1976.0,336.0,TA,2010,85000.0
346,RL,6435,Reg,5,1939,Gable,BrkTil,972.0,GasA,SBrkr,1577,Fa,6,Detchd,1939.0,312.0,TA,2006,140200.0
347,RL,12772,IR1,8,1960,Hip,CBlock,958.0,GasA,SBrkr,958,TA,5,Attchd,1960.0,301.0,TA,2007,151500.0
348,RL,17600,IR1,5,1960,Gable,CBlock,1478.0,GasA,FuseA,1478,TA,6,Attchd,1960.0,498.0,TA,2009,157500.0
349,RL,2448,Reg,5,2003,Gable,PConc,764.0,GasA,SBrkr,1626,Gd,6,BuiltIn,2003.0,474.0,TA,2008,154000.0
350,RL,20431,IR2,5,2005,Hip,PConc,1848.0,GasA,SBrkr,2728,Ex,10,Attchd,2006.0,706.0,TA,2006,437154.0
351,RL,7820,IR1,5,2007,Hip,PConc,1869.0,GasA,SBrkr,1869,Ex,6,Attchd,2007.0,617.0,TA,2007,318061.0
352,RL,5271,IR1,5,1986,Gable,PConc,1453.0,GasA,SBrkr,1453,Gd,6,Attchd,1986.0,445.0,TA,2006,190000.0
353,RL,9084,Reg,6,1941,Gable,CBlock,616.0,GasA,SBrkr,1111,TA,5,Detchd,1941.0,200.0,Fa,2008,95000.0
354,RM,8520,Reg,8,1928,Gable,BrkTil,624.0,GasA,SBrkr,720,TA,5,Detchd,2005.0,484.0,TA,2010,105900.0
355,RL,8400,Reg,5,1940,Gable,CBlock,940.0,GasA,SBrkr,1595,TA,6,Attchd,1940.0,240.0,TA,2006,140000.0
356,RL,11249,IR2,5,1995,Gable,PConc,1200.0,GasA,SBrkr,1200,Gd,6,Attchd,1995.0,521.0,TA,2007,177500.0
357,RL,9248,IR1,6,1992,Gable,PConc,1158.0,GasA,SBrkr,1167,Gd,6,Attchd,1992.0,400.0,TA,2009,173000.0
358,RM,4224,Reg,5,1976,Gable,PConc,1142.0,GasA,SBrkr,1142,TA,6,Attchd,1976.0,528.0,TA,2007,134000.0
359,RL,6930,IR1,4,1958,Hip,CBlock,1062.0,GasA,FuseF,1352,Gd,6,BuiltIn,1958.0,288.0,TA,2006,130000.0
360,RL,12011,IR1,5,1998,Gable,PConc,1086.0,GasA,SBrkr,1924,Gd,7,Attchd,1998.0,592.0,TA,2006,280000.0
361,RL,7540,IR1,6,1978,Gable,CBlock,888.0,GasA,SBrkr,912,TA,5,Attchd,1978.0,470.0,TA,2007,156000.0
362,RL,9144,Reg,5,1940,Gable,CBlock,883.0,GasA,SBrkr,1505,TA,8,Detchd,1940.0,240.0,TA,2008,145000.0
363,RL,7301,Reg,5,2003,Gable,Slab,0.0,GasA,SBrkr,1922,Gd,7,BuiltIn,2003.0,672.0,TA,2009,198500.0
364,RM,1680,Reg,8,1972,Gable,CBlock,483.0,GasA,SBrkr,987,Gd,5,Detchd,1972.0,264.0,TA,2009,118000.0
365,RL,18800,IR1,5,1976,Gable,PConc,796.0,GasA,SBrkr,1574,TA,6,Attchd,1976.0,566.0,TA,2006,190000.0
366,RM,10690,Reg,7,1920,Hip,CBlock,672.0,GasA,FuseA,1344,TA,6,Detchd,1964.0,468.0,Fa,2009,147000.0
367,RL,9500,IR1,5,1963,Gable,CBlock,1394.0,GasA,SBrkr,1394,TA,6,Attchd,1963.0,514.0,TA,2009,159000.0
368,RL,9150,IR1,5,1962,Gable,CBlock,1099.0,GasA,SBrkr,1431,TA,6,Basment,1962.0,296.0,TA,2008,165000.0
369,RL,7800,Reg,6,1954,Gable,PConc,1268.0,GasA,SBrkr,1268,TA,7,Attchd,1954.0,244.0,TA,2010,132000.0
370,RL,9830,IR1,7,1959,Gable,CBlock,1063.0,GasA,SBrkr,1287,Gd,7,Detchd,1997.0,576.0,TA,2010,162000.0
371,RL,8121,IR1,5,2000,Gable,PConc,953.0,GasA,SBrkr,1664,TA,7,Attchd,2000.0,460.0,TA,2006,172400.0
372,RL,17120,Reg,4,1959,Gable,CBlock,0.0,GasA,SBrkr,1588,TA,7,Detchd,1991.0,680.0,TA,2008,134432.0
373,RL,7175,Reg,5,1984,Gable,CBlock,744.0,GasA,SBrkr,752,TA,4,Attchd,1984.0,264.0,TA,2010,125000.0
374,RL,10634,Reg,6,1953,Gable,PConc,608.0,GasA,SBrkr,1319,TA,5,Attchd,1953.0,270.0,TA,2009,123000.0
375,RL,8200,Reg,5,2003,Gable,PConc,847.0,GasA,SBrkr,1928,Gd,8,BuiltIn,2003.0,434.0,TA,2007,219500.0
377,RL,8846,IR1,5,1996,Gable,PConc,870.0,GasA,SBrkr,914,TA,5,Detchd,1998.0,576.0,TA,2006,148000.0
378,FV,11143,IR1,5,2004,Gable,PConc,1580.0,GasA,SBrkr,2466,Gd,8,Attchd,2004.0,610.0,TA,2007,340000.0
379,RL,11394,Reg,2,2010,Hip,PConc,1856.0,GasA,SBrkr,1856,Ex,8,Attchd,2010.0,834.0,TA,2010,394432.0
380,RL,8123,IR1,5,2000,Gable,PConc,982.0,GasA,SBrkr,1800,TA,7,Attchd,2000.0,463.0,TA,2009,179000.0
381,RL,5000,Reg,6,1924,Gable,BrkTil,1026.0,GasA,SBrkr,1691,Gd,6,Detchd,1924.0,308.0,TA,2010,127000.0
382,FV,7200,Reg,5,2006,Gable,PConc,1293.0,GasA,SBrkr,1301,Gd,5,Attchd,2006.0,572.0,TA,2006,187750.0
383,RL,9245,IR1,5,2006,Gable,PConc,939.0,GasA,SBrkr,1797,Gd,8,Attchd,2006.0,639.0,TA,2007,213500.0
384,RH,9000,Reg,3,1928,Gable,BrkTil,784.0,GasA,FuseA,784,TA,5,Detchd,1950.0,360.0,Fa,2009,76000.0
385,RL,53107,IR2,5,1992,Gable,PConc,1580.0,GasA,SBrkr,1953,Gd,9,Attchd,1992.0,501.0,TA,2007,240000.0
386,RL,3182,Reg,5,2004,Gable,PConc,1256.0,GasA,SBrkr,1269,Gd,6,Attchd,2004.0,430.0,TA,2010,192000.0
388,RL,7200,Reg,6,1976,Hip,CBlock,1041.0,GasA,SBrkr,1125,TA,6,Detchd,1977.0,352.0,TA,2009,125000.0
389,RL,9382,IR1,5,1999,Gable,PConc,1468.0,GasA,SBrkr,1479,Gd,6,Attchd,1999.0,577.0,TA,2008,191000.0
390,RL,12474,Reg,5,2007,Gable,PConc,1682.0,GasA,SBrkr,2332,Ex,9,BuiltIn,2008.0,846.0,TA,2008,426000.0
391,RL,8405,Reg,8,1900,Gable,BrkTil,861.0,GasA,SBrkr,1367,TA,7,Detchd,1978.0,384.0,TA,2008,119000.0
392,RL,12209,IR1,5,2001,Gable,PConc,804.0,GasA,SBrkr,1961,Gd,7,BuiltIn,2001.0,560.0,TA,2009,215000.0
393,RL,8339,IR1,7,1959,Gable,Slab,0.0,GasA,SBrkr,882,TA,5,Attchd,1959.0,294.0,TA,2007,106500.0
395,RL,10134,Reg,6,1940,Gable,CBlock,735.0,GasA,FuseA,1034,TA,5,Detchd,1940.0,240.0,TA,2007,109000.0
396,RL,9571,Reg,6,1956,Gable,CBlock,1144.0,GasA,SBrkr,1144,TA,6,Attchd,1956.0,596.0,TA,2010,129000.0
397,RL,7200,Reg,5,1972,Hip,CBlock,894.0,GasA,SBrkr,894,TA,6,Detchd,1985.0,600.0,TA,2009,123000.0
398,RL,7590,Reg,5,1962,Gable,CBlock,864.0,GasA,SBrkr,1812,TA,8,Attchd,1962.0,264.0,TA,2007,169500.0
